id,text,tweet_url,"É violento?
(1=sim, 0=não)","O candidato é o objeto do comentário?
(1=sim, 0=não)","Comentário é racista?
(1=sim, 0=não)","Comentário é machista?
(1=sim, 0=não)","Comentário é LGBTfóbico?
(1=sim, 0=não)","Tweet originário foi apagado? (1=sim, 0=não)","Reação a tweet bolsonarista? (1=sim, 0=não)","Tweet de conta suspensa? (1=sim, 0=não)",filename
gAAAAABj7je3TmtzNn13a1AZ9Yj2nK7KyRWEadtWG13-cUVkZ11g8wtD5aGP-uCCw5A8Qz5ARbsc7acCjuO0oWVrgWRiQlgro-iK05kbhoQEWErxN9Y5EZk=,"@depheliolopes Além de ladrão  ,Vagabundo  ,mentiroso é  invejoso nunca si importou com 7 setembro  e com nossa  bandeira muito menos com brasileiros",gAAAAABj7je3Z7UiS1Dj0hqSfft4ycW9zXlwnS_NiN6wGe5Tqd-DMI_Kt95ntQ-X0d0c1vUlwqerjkIggaqvUrIZyKkXwdmB3G8V5AsiJk2vkb-PooDeGDmnRy2yWT1NIuanNxCgwc13wDbtnVeEJV3Ik7oZy1p-CdB85kOxYzsiM5SQjAxZ060=,1,1,0,0,0,0,0,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A03.csv
gAAAAABj7je3M1ACvVjSnLciHNBT5wcnxyOV4uRerQ8IlVV9LHYoBj-Vb_KBy1gQDjX-XJt37r-dxpsCHZdZNQfP7wks2imn0DF9_cxWcz2Q8nXNUpeZk0g=,@camara_sette @rubensmenin Vai tomar no seu cu canalha,gAAAAABj7je3TUjfsgngqmTWRBytuUTPGRAZjf6RFBdW5uY-Y_ldrNFc-BJmrtYSauZuYnp8hzO4f_cR7JTeFiwHO81sfE6Q21I3_CgiFJy6-tbyPXeoiUgY3sf9X1iq1RHXXmACqqF9T3QiwMUqGtgSgyXDnUL1sQ==,1,0,0,1,1,1,0,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A03.csv
gAAAAABj7je3Fe0RIJkuZAu3HFSkEGOLDZwuQ_Avw2GgtCiasa4WLSBXq2qLfUVwvzL3Tdyu3JiJfJb4VDhtsLUalYqkJFMyaKzkD4GQyf2mpHBxVLPc178=,@BennyBriolly PF  vestiga ai q é mais mum deputado que a globo começou a dar fama e agora quer aparecer pela opção sexual e não pelo que trabalha .,gAAAAABj7je3R8QSLNZR4u9xmuRFv7ZIv1vs0MvthAB_uRw7pxKet4FRDRC6Xv1qkkFBXk0yPuNysDGiO5UDr7V52lhbCBRuRrk3EApyq2BKkHWnmBfFKbE357aIEzHZV7ArGgLnd87a0Xu7PJcCac0r4I3HzXrBunTvzXinheGTeYfgIzRc4hY=,1,1,0,0,1,0,0,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A03.csv
gAAAAABj7je3OKk8dtNDi36IBYjhXCPLa_FtRa17wh2phxbRhIg7lqTSAG_NmKf3QCqf06eHepxBD6pfb8vmz9MSk5RsiGFtPr1RJ_pJePfCFU3VDKX_lGM=,"@GMonteiroRJ Você é um vagabundo nojento! Vai ser cassado pra parar de ser besta, seu bandido pedófilo!",gAAAAABj7je3hZgxPAuC4hnJw57JGR-RnjHjMQ6qWSUHgR-Er4P8Ju93cAA57lNoCsZ_-kbkWuX4fR7sQyw5U-T_ahEaNd_kfEFs3M-x7V-CVemwoeLXXg51llPierYSSusXYf3kl4p4-IuE6psBETWvHpkwvDCWuw==,1,1,0,0,0,0,1,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A03.csv
gAAAAABj7je3dwG-XHnVlioTLYW8pXtHz4F6iQYWAeU1b6PaSZOTbYtIhMxmBA1_d0pTsfw5kakAD0Q2srKL6FCtQyRGZl1eIvLJNc7nNGMHd9rZ84OfVsg=,"@gabysantospdt @rafaaroeira Só podia ser cirista, igual a ciro vc tbem n vai ganhar. Aprende a pelo menos se maquiar direito.",gAAAAABj7je3OW6Tx2qFpDqlaXDuw5u5mUujCFM6EC8aWiLc5oPsS85x4FIdPJeFi8MbH--uWoyUWkflT4PyYvk3k1CXo-pNd0ha0WcQlHSfzWPuPiTo5uowBqkKmUpsUlfmHbmJLKW4FT3dnhJymCS4vl3HfSK4Kg==,1,1,0,1,0,0,0,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A03.csv
gAAAAABj7je335VCkEWVKFIX7yHdp0l8bNJM6xLwzqPD6AwqwferTZaJXuGsNp_HGZO2Nb8_mVJpyUCk_hXBIBuVMQdB_0DvX1Vnu5QzHj08wHv9qNIc1VQ=,@dudahidalgo13 Gostosa,gAAAAABj7je3mRWb6EZdOVuLZv9kH78ceG-NOP76KP7PyWNXp0nhXPeICI6z9gufD79rOfhgbVBk5MbiQQgSVOzVjD3DwWJl2S4PePZQ8ktCPj3UCEEY2U43xLxdi_sasD95mqa-fhYESOasQnXmXuZuLUNYuTDNywv-v1O6wIKcYfStunyKjtg=,1,1,0,1,0,0,0,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A03.csv
gAAAAABj7je3LSo63rxCu_Ob-H5JqpeNUP4P5VC2SJ0QroLo1GEVggCbEGmbqTMCQ-r5m4yXv9qam0czRy4OGQwQ_tPY35paSzPDxlgiGBcHJc5-gxW03gE=,@perpetua_acre Bando de “artistas” i interesseiros,gAAAAABj7je3_VwC7PD_bUcCRjAdJh-jZJ5AlK9I4SdTsauugFqQB-RIA-YO9iq41iClhY4sqrDiXqChPak0kQrBuMZ1KBdQs-kX_DDxKZg4UMDsuUKS9079tA8Fmwy6dxWPySoEl_jTPP9uNKRLcrxSQWyKuJxFNw==,1,0,0,0,0,0,0,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A03.csv
gAAAAABj7je3Xruhtbpx-dXWJ2sM2Lyv_ifuWpHxx9y73GK9QevUvMIQ3CnlWxrMBtUbk0sjpkzdNLNuSsEl4cGqx0tiUQq9sPFVVQDKEg57gLDH2cFT3ZU=,"@GMonteiroRJ Essa é sua desculpa por ser pedofilo??? VÁ TOMAR NO TEU CÚ JACKIE FDP
Cara, não sei se essa menina tem pai, mas se fosse minhas filhas, eu juro que te comia com o Machado. É isso que merece os lixos iguais a vc. SAFADO",gAAAAABj7je3unLCGWHLJvHNVoZ2laSU3Z5TE1Vy3I-og8t8dIBvE_xaORjNE-huFC6zDfVcbkM0_Hwv6lAV0Q66b8s_DJkL8qNEzMBBfhltbiF_J4UmuUoJSIfFwkvS5Mm63-tn7PKsHhxMOuu0hmLqQXrxxc7FqQ7k_gcM79J8EH-jZhCk2_Q=,1,1,0,1,1,0,1,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A03.csv
gAAAAABj7je39RrhZK2xt6x3YU1rwpDcYfX6X5xnaH440xdD5qmWQx25_Tl5sUc6vB4Pv0fKqKA3odQFw63MEIZQoq31VyscDHq-llY1GqcVUVoU8RITkLw=,"@negrobelchior Não pode rir, nego KKKKKKK",gAAAAABj7je3kJ87cJFygSRaXnMe5WWWgGms-y-YuuHlhydbHgg1kh4a2q0LyR9MC1xmR4RMeICFVhX_TBhA8qeRhcBSQFgk7qqY93WxZ-8ZePo1VCzWqKuPPAT0l9u79USXDcvQK5zZ853qEDf5lrouejwq31SiwQur7xR4oo6g0TqJ85ewiUw=,0,1,0,0,0,0,0,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A03.csv
gAAAAABj7je3W2D5cvcbMTt-Eblfjdi5T-iVbJ2KbRwvgN5DJajDgipdFGBwa1ecWcsZME_toR19_lmISWm4FERnP-rx3jj0KBJ9Rn8kDJol8tOuLE1gU1k=,@Eunicio É muito desgraçado esse vagabundo. https://t.co/I5Vcj9vwlL,gAAAAABj7je3R69JQB6FOuQMc7izYsRoTdlKjpBIfZqoeTpW2jdNygM8H-ryQmssBfHlSsx_ER8OrHqQMA0scTYnNtQMBeUXtNsN9Bk5-qzBPIjoObO5-DcZ6KH_GVFEDeQ9vy-bAOpCvUd85wvVuPZBn9QHmyG75A==,1,1,0,0,0,0,0,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A03.csv
gAAAAABj7je3kjO3wqQJc72CYsphIvcP5p_SJm_03LTAAQbYvD-hc4MIY36enRypnHk6_JssiisfQyei6TKBCaZL610N0dDOFX9uNdASa5mpYrX_jCu36iU=,"@Eunicio Vai tomar no cu, vagabundo. https://t.co/I5Vcj9vwlL",gAAAAABj7je32QoesiUdZXcYg-jVrow0L2iiMJsQRuiKQ106HF2wZgevghK6LMytu_7g4_KZmvU9wwQCcfvrUv9yuQgmOC9pQ0nR3gN9ltgL6I8cP910WvL_9nemtBW9rGgCXA80m3bQ39E1otiZeAe8EGaSLi_A_A==,1,1,0,1,1,0,0,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A03.csv
gAAAAABj7je3tAHgyT2Q5eV9sZzAb7-FcHK_odrjB1JZPzsXp36SrRu7Fv9FlQMwdbGqe5NPeXHlLABs_iQ7-iFHS0UUXsZvxv6wy2KVdDFXE1aVBHrEnJE=,"@Eunicio Vai tomar no cu, vagabundo. https://t.co/I5Vcj9vwlL",gAAAAABj7je3wZJlCf3VVgEFzAdoCiF-afc-KWbImouijUTaDgJaVtvftGdVAV1_jtthvfzNZ_gtWHbStdMDF4j_-4lbsaMCfpnLvGAnQUPctgHrVyyhMB4TEwjMoFXc-04udaUE0otbeU3m7e3Fzq-0jZOLX7Iz9w==,1,1,0,1,1,0,0,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A03.csv
gAAAAABj7je3A_avZ8CSlH7kn_t1feYeq6svTjt1_8f9mZGoKb3kPZSfBS8CDS0mMSw4tIEKOXzWJsAJfDKkRrJTXlx6J80hadPm2Oc_JBbGwlKJrLwVd1M=,"@Eunicio Vai tomar no cu, vagabundo. https://t.co/I5Vcj9vwlL",gAAAAABj7je3jqbtEJjWAk_mLAw-0dsy7Lt9asdGv274pD4x-bEMvkpuXMqCd3f3Uufn9-mceoyofAp_D-cwVLYt7mxRU_C52vPlZkWi-L1sS-yF9YsGBCP3W7CXe302-jXdU5ezK4tiVpv1IJILrrMmKblYUnD4kA==,1,1,0,1,1,0,0,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A03.csv
gAAAAABj7je3CsqZDlE7TKPPus0HxmlbABVyT_rPgr3zyxh8CkjWMtztN5452fGrtizuXHM_hJb-b-_uN7K5pbioLtZQQ15sp-IKaZ6rZ2xr0pj3GuOOLg0=,@lidicedamata @LulaOficial Ó coitada 🤭😂😂😂😂,gAAAAABj7je3LzaL-l9AGMTj0BrgJSTz_ALTihZ2gEQI-ocD0C666B4vVs2nUurSdWWqudHRgz_E4IfIZs8bQIBRBF3LOekT7OVZ1sdXgfKw3hcupd4ktP_2rUbAMxZlnrJc0EVSQu-KTKDE0T3j8Lae93ZXzz3TJA==,0,1,0,0,0,0,0,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A03.csv
gAAAAABj7je3WFJAMOBiu8VJgQbfjWIAGuPdJF5lm24r-fQbYF5bkIkbV83TYqK0ig18-9DWJSDFwRPcx_baVf_P6VA6CXvxDE2TqoRZJoXqFdMmrO8rQcM=,"@fabiofelixdf @alexandrebastos @danisanchezdf @kekabagno @PedroIvoBatista usando R$447.457,39 de fundão eleitoral 🫣",gAAAAABj7je3MzBqt6bpTr7KNwn49yYYdC-JP4gCCUcwtwudBNo1CcrZOyLKi8T_bbamej-PwfNmZoZUgwZ8pdWe1EJGvCzkWitmL6KuKlfHCF7IBS94ZnAEAukj4MxbFoHOfw57yhBj_mSJdWnR9ZRu9XKYuF-mpQ==,0,1,0,0,0,0,0,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A03.csv
gAAAAABj7je3LrZG0hfSUDnF0LGfruRqEmEg6DWSD6UD7h4mnMJQ11lDyg2cgLKico_XemPDohBB1pw6QP7Q7gyeZuzoF_lvh6kFmfPrkXiO2Lz-V3HIDio=,@Eunicio Eunício é um golpista e canalha,gAAAAABj7je3K-UJmixpvEpI3ndy2CtUi9-kMFX63s5IfK-WHd8Tiop1qoQOW7LIj9_TSrCK7cBMMXtdX12VKxiQ9PA3UDXvzjftfEwWe_v5vz-ETO35q2dwqHNKmIN6HjEiS1vyDZ6Je_U6EZcxGBLbxALAie41wUAT7cpQHD4mHz9kHrvmxvc=,1,1,0,0,0,0,0,1,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A03.csv
gAAAAABj7je3uHdyc9BSvx0LFLIzNAcQZb4c6wykaC1G8BLgzRbVT3tqKUmJd9BU5G1S-CzbE6Hg15UGXn5Sq_kf4x3D0WNmKnUTIoGGFKAL35kFIJbtXt0=,@AriadnaArantes @LulaOficial Quem é esse???,gAAAAABj7je3vduJKVPENP6YzgQrbbjg92kpTTabTNVCP_nJdEyFUVPQrcKRfHHS7hjhi6_MDbI6FcRKSZd75dtReyT8YqMMjhjZFgYD_bEjYGsQ8c2syUmONyRv0KjjnbUkDo8jWpFudQMMcEWnbralfSHBah7pKbXjQLim-ibPabEHY8_uQyM=,0,1,0,0,0,0,0,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A03.csv
gAAAAABj7je3ULepZGy1za4Q3ErO-CLO5989K2cR47B18vG_BXbn2B8GfQreHqEyueo9g7NsLWfyEEljl0RztyZAZwnVl-RTN35b9ljfne3eqjDCdG1X540=,@guimaraes13PT Capitão cueca fdp...kkkkkk,gAAAAABj7je3YwZFKYAOO4BTUcOjzLHBNu1mv28ntnftb2Wi6KgzQ0iYcWXIVOVzrS9bh5dvz-8Rr-FGhWapWpBuqzB1462QVx_FZT9gEKheW3r-0q92ikjIQRRQTxPZ7JqLD-iM3RQ7jPmHPZPl7r-8M0tblfMlJw==,1,1,0,0,0,0,0,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A03.csv
gAAAAABj7je3Vsonk-al8AUvF5bjIVx9QtArKtEKFkkwFtKjOUsakjb6w_FDEroBYsmQEaZ6ffayqetFulb8JdayZLk1Omc-espW13FziHgnKhJAn82Uazo=,@juliarochasim Kkkkkk os cara tavam achando que quem paga 300 pila num ingresso é burguês,gAAAAABj7je3Lizf4Qd28TINHb2bFwi-6rvRqPDy2tvz-8b-U8WBK087ey9qFBTTFntoljVktePxoMWbDXn1btWxlC2P8pFbcWXh1icEPtooL6sFq7fpjeANNgqFV41uVCuspY_3YUK57lKLqNM6DEXer_-aG5L2YA==,0,0,0,0,0,1,0,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A03.csv
gAAAAABj7je3294v6alt-GO_YSsSd_tBaiC68XWsoGtoBxBw6QoKgN747Ybgr_eRbNztpPTIPI7GsKdvoWR2MyIB83zyiXZo4HVvgHhYO8vHf3cMenXURGY=,@deregomesrio @claudiocastroRJ O q esse infeliz tá falando?,gAAAAABj7je33cltUkaQvpmyBFyvDY2t9TpWlY_eSKkX7wjHSuxkr5NgeEy5CVAYPS4K1AGDU3Lg3r7rlAaBS7fK-6HWdw5YInh2sVeSM5qiqbksGj_ddZwiS_QmtIhexYaA_akjtoRis-7JcWkyIvyGlroqC5whbAyNtXfJtXfl9SSG8f_M2fY=,0,1,0,0,0,0,0,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A03.csv
gAAAAABj7je3GYEXLRdUDaY9FDZzolcAJtKyXFeNokLHV5WcpJK_ESx6ZcLmdysYheEI2RAEQoAUorHLM01i318H_zoqeoH1caWDslq4Ah9pcoMi_g5eceE=,@FernandoHoliday Mas vc não conta pq vc é idiota,gAAAAABj7je3Y7-sfbbQvxIKoZa78VKoifzNpvTQzbl5a_QmfDfJbhIRg8tThItI8hyzWICX82jrX8i6dyAyIQNkLgX1lb--PakE1KEOLqZVAXS8bv_hI_X7UFbmWGLCAy1lrvErNVCkKpqeUAOTXxJiNnwJF1ZI1l1t6svSMQR94CWg585huGE=,1,1,0,0,0,0,1,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A03.csv
gAAAAABj7je3G9ELF-40JObpt6xvVr6S25hpDkuu22A6DjahIlDb97cdKpB4KP2qORUaE2bVacI2gnf7ZMEhZmN_XmL3WSU9pTcz9AmO6HCcev8JEHw1xj0=,@AlanLopesRio É @reinaldoazevedo @GugaNoblat @veramagalhaes @monicabergamo dias difíceis para adoradores de ladrão,gAAAAABj7je3oDyDjGrfV8C4xzhaVPXpNPEQ_fJHAx_6Q9BnL15w2-pzNEKXeRmbfuu2TQR_EDvHrO0klvDMcPHnTGIHQaQiXRNV-7P6DcKcovGJkdhdOwdO24wqG39gfcsKXJx2gMHyLllVOjRE9BYLHXFXubdrBSIrteZZWw3opmQY5ohEx3s=,1,1,0,0,0,0,1,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A03.csv
gAAAAABj7je3grjDLMrEDN-rYF_PeVeWnyLRvuIaeUfQGf9qVQixTvBZ3IrmPgSzFxVwi7WYqKMe5gMoDBfp6utdqaEPYCDlBRKSJiTeLCTkFI9eTSsPmO4=,"@AriadnaArantes por isso que eu já te disse, estude ....",gAAAAABj7je3Xn6uvjsm0pNeHXPWPnYk1MAQmhM1-AEzjVs7rFOjUymBbKFO6yYXYzpmKvglDfZ525a5CW7PYMoEmdHNs3a6XwXoND4KdtXSVwGYSM07HRxYoMk4AJ_-1Ciu45vDbl7uzhc-rvmQkUMA7nPbric5KQ==,0,0,0,0,0,0,0,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A03.csv
gAAAAABj7je3NZ_LMzazJ0KOncJ_Qcl8ttiE63o0CefRuse9Li-JY_VLICqrPLyy2HhOuMkmhSIY3AE9sLEpkuIKliuHaVtinK-LsDD8vx1hq2yhZi31DKs=,@taliriapetrone Tá fuldida,gAAAAABj7je3qAK_jiEaKe5oCIKXnpGd5sOFJdF42udKLdGFuuXrUl166j263EQyrDvbXchUWqZQf2NASrCK_9lupcyRNwhclR0D33pNSIcoJNSco2hH45z50EsWOgsHcW4Wodqx8nPjcoCOqLYdoos_6b_Sqm3d2g==,1,1,1,1,0,0,0,1,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A03.csv
gAAAAABj7je3ZNQzq-RDBb3nPZv_xqZKnYZAwrEfArkzU8ukp1Le4lIH2lTVsmQqJ3Bx9V-AnN0EGOMndX_oBWQmGcz5zSJYqtC_KJHMsfkpozqOR8R8jbI=,@BennyBriolly Leva pra sua casa Benny,gAAAAABj7je3dMuyw9kj8CwK9ecp6dDMjyQv5ZOWE5Q_NZkjD-YZmWOstkKnVrEcHi_r5Hs9QaOt_Zrzrik4Q0imyyA3dbzDPNc-IMkS4vOipvvRUX2v8IxyF67Qnj_XsdKsMGHYebJuPdYRUExXPwu7FctuU4jFGshvtA9huSKDFqQhS2uiRdc=,1,1,1,0,0,0,0,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A03.csv
gAAAAABj7je34qx6G6rJtsg8d3R3CHc4WB_NuouKiJUndNSv1Ohm3n_zZsUQ0T36RM6gfspoEJLMAjF5iVb5RNLb9ctPVcCuvX4bmXzP1dfmxIzZTpoXhx0=,"@lucasapaulino O cara chamou ele de assassino, não dá pra não ficar puto",gAAAAABj7je3QWvA17O9gwQKOY3KnVMFj4BfH9vZi3KwdXWiveeE5_uWulWv2Vvd9jhxd9omf9JDZk_TkoVO4lA0a6QkBMqz9L4ixTeolN5RbzqOXDW2AvDRyfK8nBBytNEKQDfc3BmIm7jav3uMGP7s6UhOK8JNWw==,0,1,0,0,0,0,0,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A03.csv
gAAAAABj7je3q5UpGOoDqQaQkkE2E47N5LC85hBgOg4z0YniIDEuc3qRGTKJ92jC8-immjllMDhehcXsvmAiS6QEoKZ3sD8Uyc9PtImPhfk6NuV31F28OEU=,@RobeyonceLima @LulaOficial tamo com Rob porraaaa! ❤️❤️❤️❤️❤️❤️❤️,gAAAAABj7je3-m2pLzUkcGN9-DFBqk9wbfNB7SRzUvMtzK5ZJReb77d3wa3q1ojXUkVVqT-57OeNda6A1nvswSSEe_CrbKyNB5mi_Qtx9TrU-_-YZPIhcVafJSeZXRe3WJxiLb_--24cHlR473KYsLPFpRGIorWtqg==,0,1,0,0,0,0,0,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A03.csv
gAAAAABj7je3N-eaylrvy8TTxsidQ9SDYKu3Qjs5kICF2ZUkTu479AJwS6rEKJ6ag5GY7LxUoaUphzTJne1Smxocftvo_HWU8jvURj0i6nTPZEo31wdQBKE=,@Eunicio Seu monstro,gAAAAABj7je3sHGQP26JxWqDVWVMI3Byz1oKx8Ri-4UvD6RswR6i1zR9_RNaXu8quyeCPSAznkldZYsR7R7a1PINw_VjfuZdVo2_dBYSdnV62l4ihxMqgePMctvAGt2pv-HGUNqvInihVX-LJ08Hi-aBpnqr4uOn_g==,1,1,0,0,0,0,0,1,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A03.csv
gAAAAABj7je3Ls5PF3sULdiN8hY-siYfRbxqfqZRhz9krf086oRlIkFEiQZ0gboXyN-f42ont_ccgPeC7nv6zuL1txHw8m4V1hQBnkXs5tGXGuMj0mGCwqs=,@VaiPaolla Da uma olhada no espelho antes de falar em patetico e cafona!! Kkkkkkkkkkk,gAAAAABj7je39_jrwqLeSmCffxl9xjqaNUXzHLZk4zNEv-hRjOzuBP9FarQQLB-bjLR-F7JHaKofhSY6W3KoQywqwCaV-PNRpQB27HjgUduGTs148lUz1XGYY5uTUwMojr3rUW1ZgHhEdMhsmCIJrBxig9t2gJcCKQ==,1,1,1,1,1,0,0,1,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A03.csv
gAAAAABj7je3gQsR7qu_-_lBy0zhgQ_SjHHvlUvxlNuFWS4Escqy6_Ulh5qidnXNFlFxGp8FZVWKERWP5YnPerHMELVAOUC-AdhuS3d_mvXIMUWYemCweyE=,@taliriapetrone Demente. Cala essa boquinha suja,gAAAAABj7je3aGdVyRFVsWItXViVRcqHG3ceV7D3Emh_H8j6_sw1D34zrY20LsQPrv7-PZATRYSwv8PIwNFefOU-ag87iFpNfBLLUmcEK3F32hw4chB7apNQcQWXHygNDDNgNX3UUD9zPJTX5VPg14-lNJ4GT45zKAyQNrzvqyCKY8gFy0kCm2g=,1,1,1,1,0,0,0,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A03.csv
gAAAAABj7je3LGaMjjgJHQfICOmhxcX7Ti6qnpr3S45s08WclB2b3j3M7d6Sp7zQ4GZG-0kFSGXa3J4Phzs2uUHFBL6xN9LEoTeTlGV9oxZ_UP1v7U_uyzY=,"@matheuspggomes @LulaOficial @EdegarPretto @ricardostuckert Esse é o pçol, puxadinho do PT.",gAAAAABj7je36Ab5ZQF6D_j7uLvfcwwt8tXcK6IGeWspF2romrC8O7mZdn3wk6gyvUsub7I-8MTSyIxAf7mlTBt2gzFSdK7MhqiugTLwzU4QeN-cNV4-Tmyay2unzWTCEOqThreSORKikiGbwWR73ibo8E6g_9JfgyWBzBkNxr9YkqanRjGSYoI=,0,0,0,0,0,0,0,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A03.csv
gAAAAABj7je38bH7vVKRwXh-MAtPOv1G3UcTX2AQpP3ebdbU8d0Iftj-sU9kjwWjQ8F4Mur_Mwo7RcR_9usa9dZsy0AWmIHPjfSGFOF0Pphhlg0l066X1r0=,@GabrielRBCO Kkkkkkkkkkkk coitado do senhorzinho,gAAAAABj7je33Sr-SAtpaDQ1Af7zo3kM4ucbE1TAxhzU5rk_cJNUtwWIdFLyxcpYjtEMQKhl-1lisBVdVnPW3WfdNWQVccg5ADmpF3jzAA29yb6_UMNC2MdrzsP5YuhbglSyGgLwUGPKi0EcXl9fxiECTv_pvgrRBg==,0,0,0,0,0,0,1,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A03.csv
gAAAAABj7je3shbMtMf0JYdi3l4JuTGnULs-XGG7nTIfQRpB-waVRycs7UVymdhab7YmJB6z5_iiw6JIPE5byqnuvu0bfHpfZ9zYNe3Bc1KtPGXL6BGKLIo=,@anarosa_ba Ixquece,gAAAAABj7je3QrXu9Q4sd9o6rmklxFsw9KxPYK80kbq_kRT3L19tNceBOYoCljf2l4cgtsfJcgCKnw6T6C-8FBhy-SoFtLt6IpdWNpuCsFHd22HHKzw1tYg1urpDIWdSUerGMJPstZUWzKVbMfAI5zxz50RiHLTs5WasX8j03a8kdzRms77_CQY=,0,1,0,0,0,0,0,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A03.csv
gAAAAABj7je3PDWh5ceYicVM79-p2PxdtbziyeRatwKOaeDzKiHWprffBr48ymsOg6Ug-ZYHH6YP0ES1QIG2M6-q6M5BNtXlKdnA8Q_6w2RVJyfBIE6tJeQ=,@andremarianors 🤣🤣🤣🤣🤣,gAAAAABj7je3OM7Rf-kGp3_2XkGo4jN49iOxSBUTQAYAIJx7P3ieLM-jYPeJ6Glw1QRZuJqfDQBY15hCPBWTk--_oI-TtFXQ1aLOrSDEjFbbTpoGViBrmKDF_HLd6foeYBw8UMLjReb_mitDwwxCSWPvT6SWEk0BloZFAAKrog9sIFCm8bhQ_Ys=,0,1,0,1,0,0,0,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A03.csv
gAAAAABj7je3FW_vtzCck4KJwAN6CRQFAa7Nukx7JNQfi_WCnNooIi1CqDNZM5SyCkC2YLBIxuxtTJ6iRFJ2lkb3F5nOKHrL8fhguN3NlJqNKWcDJLIZvCc=,"@danimontpsol O povo estava com toda razão. Lixo deve ser jogado fora mesmo. Sem pena. 

O RJ é 100% bolsonarista mermão. Quem não aceita isso é esquerdista fracassado.",gAAAAABj7je3nN8elhfVIh8C2jUzF9GMhCOjeLASXMqCFuWCQOlNKI-yr8bnXVofY1ROUe4T_q7JcAHuiIgZ0bwEyLLuOhUJQd3GFsPR6kQPZCYuXLSm5S0BAp9qQz01zWUZabxA5_YWgw5xAQ6qVbOkEOxsTqms9Vk8zv_clNXjlCZsW4aoK4k=,1,0,1,1,0,0,0,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A03.csv
gAAAAABj7je3ZOod7tXbMUs-mZwKq2WmgauCX6SEYE9FvKGeP__y3Gu7rnC0_bCT84ShNzx-tsYv43GffOJKMB24zUGZBTHWkBtOEDmz_aBkvHBWbvHMrbA=,"@CamargoDireita Quanto Mimimi esse povo de direita. Não aguenta 2 verdades soltadas na cara que quer logo processar.

Enfim a hipocrisia do Capitão do Mato, Chaveirinho de racista.",gAAAAABj7je3CprFiK8g_O2aBvF7bad2bA7i1im5DiofubvH21knxKV32nhs82QfadtFrv_QywDOSavSAvI_T0T_eO5mNB7kp-17p3jY5s6opPlkrL0c0uOWrlQ65Yms73XU67FkgVMjAccZ-1HM0-qxffNx_XCBOg==,1,1,1,0,0,0,1,1,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A03.csv
gAAAAABj7je3KWyKR2ECNNVV5wwtN0VdXGaJ3zFZwl4xEBHixsYq6q8Y5xXwrTAWfX19pvTvG2a-7lt1H6ay9XMA_MDAxfdgh6Ap6m0kRUL_ehBRqim9woc=,"@lidicedamata @LulaOficial Suspende o álcool, maluca!",gAAAAABj7je35K6wTXnB1dPJ-i9Sn4mLwL-thuNSJahEeFogSWGL44mV1B5kYMMvBeWq6u41s0gCvnGTyjl2b8yy9LqiDOl79rRU6mf5cDLnYl37SOh3yDRd17PGxG7RIsFQ7ZddqhwvQCkP_-j63Nbixi_7BL45DBgIjdnBQFCCQd4Du95_yBU=,1,1,0,1,0,0,0,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A03.csv
