id,text,tweet_url,"É violento?
(1=sim, 0=não)","O candidato é o objeto do comentário?
(1=sim, 0=não)","Comentário é racista?
(1=sim, 0=não)","Comentário é machista?
(1=sim, 0=não)","Comentário é LGBTfóbico?
(1=sim, 0=não)","Comentário é capacitista?
(1=sim, 0=não)","Comentário é de intolerância religiosa?
(1=sim, 0=não)","Por ideologia política?
(1=sim, 0=não)","É contra outro político?
(1=sim, 0=não)",Contra quem?,"É para defender outro político?
(1=sim, 0=não)",Defender quem?,"É praticado por político?
(1=sim, 0=não)","Parece ser perfil fake?
(1=sim, 0=não)",filename
gAAAAABj7je3Kzh_KBCPUwYZxn72OwZkuW5jfkUv1kyX5390RyRNG8JtbkE1KtPFD8TxbbEqhgK1XfCxLPUSsYel-goI-zJ3abCxcX99kfbCWk_f8P8wDUc=,@beatrizcaminha @JanjaLula Kkkkk,gAAAAABj7je3gBZY09t70fXE-aUlaeInqcAzRbXa_xr8U9hxgoJth1uVX5hvkdlE7pgsMqMwjbozF-vHc4DMEL12Mmj68Vtw0Of_g4Mk0wDFhZC2ISoMbL7bmOuUlDODVOvnMgOq3nH7uC9IAI0VlXFnHHN0y42djQ==,1,1,0,1,0,0,0,0,0,,0,,0,1,../dados/brutos/eletweet22/tweets_anotados_lgbts_A07.csv
gAAAAABj7je3SJWWwNj9Aw-K4U-cIVUCJxPiB5NtQFzw7ejVb1MkE73qm-j6dyLbNWF81FBBz-xp9s3FV7lugHy_ApdAkv5vV0DWXhy45EhohrZCaXMvTyY=,@beatrizcaminha @JanjaLula Kkkkkkk. Chupa cana,gAAAAABj7je3Tz27U3ACH8NBfnY0_pnRDPI4ev6_LLoXvdPela2jN4SLOurI0jwC-TG-YO3_nJVWWiDTOfDkU0EatFZkj7o39ijH9aDh2Audpw9bD0fQixdc9LbwnV0khcZvKzD8ymv4QhEEzkBVbWkhmi-soYr55g==,1,1,1,1,0,0,0,0,1,Lula; Janja,0,-,0,0,../dados/brutos/eletweet22/tweets_anotados_lgbts_A07.csv
gAAAAABj7je3otsRDC_4T3GSSrglkakn_sGZa4XaNQG6kvfT3XRBY1ZDPg2NAd8Bu_IEMOP3ml03yStQrUiZGEbYI9-h9j9NGcOWYTeMLcqC9h5-6X5j9bI=,@beatrizcaminha @JanjaLula Kkkkkkkk ela também vai casar com o Bolsonaro?,gAAAAABj7je3k4TR0HerSc7bvWgZVeVrhtFTXoElH5wlPaigMt7iZDTW-FuPfNtzG3XIKL2t5fwyb_byJXWRiJj-zkAp-Qep9IlzzYH_pmMbztCAz2xuqfXJh9sUvvc-a3lMftAqfZcQsE-4kQ_6DVM0RUPy_fZmQ5Vnqeq5l_JC2pCD9w91yys=,1,0,0,1,0,0,0,0,0,Lula,1,Bolsonaro,-,-,../dados/brutos/eletweet22/tweets_anotados_lgbts_A07.csv
gAAAAABj7je3i4tldDIiT-CfneZk3_JmttLTaHel4RY0xXbU53rljbbobKm7R2uIgStoALxnOC6a44YyUjdl3sJ9HnLYu8PcpBq9xg_EKPVHYjhkzU9iPkA=,@beatrizcaminha @JanjaLula Kkkkkkkkk,gAAAAABj7je3AZUR6oSVX6mTMdUwEYwZJl2Uq7Kfey7FXCxqOFkyd9Aei0gwIA_oUYndwgzKZuC-7AIMMw8JIzuxOXFuM13jqcYR2xdZkfiNfFzc2q0oWtnQQ3DXShtXRzx20w-yTwhn3fCPemQ6McMPGtSCcpjtYg==,1,0,0,1,0,0,0,0,0,,0,,0,1,../dados/brutos/eletweet22/tweets_anotados_lgbts_A07.csv
gAAAAABj7je3Z5_9rVdp8_LiT5B5q1MOMnhLyf9zjtYn7qWnkUxiesmEL6Tab9veA0ELQXpzxOqS0S4B2zXB4UeuiqqktMxz2NXWi41cZ9I3Qczf9k7ykgk=,@beatrizcaminha @JanjaLula Kkkkkkkkkkk,gAAAAABj7je3SsnHItUfBmEPwKsC45z8uZ1Hh37FW4dpiabxy5ZJSK81uJuHPPUyhEUz427OAPi-eOBtNC0e4clu0ZKn2yk1d_BXpD2r3ahkgJinmXOBoPbRemPP_OvdmzLoEJdDo3Q0X2vJBaxx_PG7hdA_5a1BmpgAjRngDl_tXLuQNrLGPfM=,1,0,0,1,0,0,0,0,0,,0,,0,1,../dados/brutos/eletweet22/tweets_anotados_lgbts_A07.csv
gAAAAABj7je3Zlik0y6CSNaV5NBi8SDHuRY72jmCfJQDc3rTIP-wMoWBPuYD7tOULFgLE-vicAqBd4gVGpgoWRWZjwPQXLX_UqNKoMwb7YbCwjs6hiwkelM=,@beatrizcaminha @JanjaLula Kkkkkkkkkkkkk,gAAAAABj7je3lfyABvfp0uJ1mwxkV4XUfPAKaNNW5YRAoVHSsod_ESfj473ap9QrholziypqB3Lm8UWUm1z95Z31T-Rlm1qYJhJX6fSKX9zrvS_oYzXjYVezJW-DyV32Pzfll3odlk7Gf9DE6eWJM4_9KWRVejb5mA==,1,0,0,1,0,0,0,0,0,,0,,0,1,../dados/brutos/eletweet22/tweets_anotados_lgbts_A07.csv
gAAAAABj7je31R_2pstC58fYW2617PWaQFXuj3Ski_gtbOkXGsnQ-m9rxqeKkrtKNkEC3HB7c_1i3aL-W0a6HAjqXmijzEXIMuoqY1NXP1zYFGpaYv8ZpZM=,@beatrizcaminha @JanjaLula KKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKK PERAI KKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKK OPS HAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAAHHAHAHAHHAHA É SERIO KKKKKKKKKKKKKKKKKKKKKKK,gAAAAABj7je3Qbp-WkbW849KSh-P8okRI9-ZWTv9Wh7pC4vNmymWk10GgYRyvniX9QW0fRVQ69Vve9iJr4ipTsu1H6QEiHz2_flcHxshq2eKv4s1JjbD9bj2Uwc8RTbomHoQq9Jm87ca1TSduyeWuSOx632-tDAE5tw3y7DOuOb11y3PdrSlX0g=,1,1,0,1,0,0,0,0,0,,0,,0,1,../dados/brutos/eletweet22/tweets_anotados_lgbts_A07.csv
gAAAAABj7je30eHNofcVwpooZs3hqimOoR18_96-az7rhEDdZgvSrwWsHsPI-O1_BvdMsma1x1q3zPudOGW8AVPW1hscu4AniPrnU0m4hmHDb3BQ4K-ElAA=,@beatrizcaminha @JanjaLula Lindas,gAAAAABj7je3teLkckmBI-JcgGet_abSllz_Wh-6o3f3c1y3H0ZZVVQAHlkZMHbifA0DUL3ze4L501w7NhEoEmjrchd5XFuy814wZfP_50rS6vTZeBtqTPKUq8GhiS4aJwNTrK1eMH33AOPpRDwdE2XqKTN28h3szIvjOvPavGRCFxOoGK9fzBQ=,0,0,0,0,0,0,0,0,0,,0,,-,-,../dados/brutos/eletweet22/tweets_anotados_lgbts_A07.csv
gAAAAABj7je31F0AOH3xgAh3-7fvfxjaTHaIehTSrfuC01a1ofcPmxg62AZu5usfRJbqhQrOZJoD26JMldCnE1PqkVW8bCWu0_7LRgN0jaakE_8g7F5ZKvs=,@beatrizcaminha @JanjaLula Não dá para ser mais feias não…. Kkkkkk,gAAAAABj7je3s9e2YyGsrp8bfQjtV9I1-r54zP4TuK2b3CHTXBLLWVT4nN4MAC4K_UKQFLOriGCuVHvcMXx3t_fkfU68tkmTA0NQw2Smzu9Ozn0eCKoy357yug58gWGbkNDlXShwmqTBg8-bhjwOfwGZZ1WTsjBSmQ==,1,1,1,1,0,0,0,0,0,,0,,0,1,../dados/brutos/eletweet22/tweets_anotados_lgbts_A07.csv
gAAAAABj7je3CunAwThISvhwwfwV-lJDZwEn2vOlx0NBXhj7etTd6ylZD8_AxPAlFnLa-ZGSWKTI0R4-4Ctz6QOEfG5TvRSZltqadB1-32sW5FjLqjYjkbA=,"@beatrizcaminha @JanjaLula Não é a Michele,kkk te enganou,kkkkk",gAAAAABj7je3heHLDsZDuh9m_n5HqiivipwHp22YYB8hacllixNahS8Ji5OqSPjWMLAQ86DWStkX0roJrVy6xRQlYRwqdnmgJWBPwvnInvGZ7rSXRHujpD4u_GMfQKTLYPywEcfT6t14iwErbdFz7_OIuCd3MnH1JLKcBDJyOd4ZnHdH939y124=,1,0,0,1,0,0,0,0,0,,0,,0,1,../dados/brutos/eletweet22/tweets_anotados_lgbts_A07.csv
gAAAAABj7je3OQNNe1MpKpYxwj2BxDrMxHnGEWKKvsEwg3xcn3PzE_djXJ5Q8vM7_08H2YcMWEBRY9ZlymIFzpegoyz4LE-wF4FVoueaWvC5VMMjJIrHCfw=,@beatrizcaminha @JanjaLula Não vi na foto a Michele Bolsonaro! Essa daí é a tal da janja que foge da receita e deve condomínio?,gAAAAABj7je3mDOVU-RixyEappK40IUs7SK6GEn2IregxnRtoQVGOaycpaDgi2FLv8yOlDsiYARItsUvLciYm-JZyLios5GtEkd8w3V3bNlW7vt2Z83FNYj4l3vbaN7IZAlw_veoSDAz5Um1edB41C__vVtBnBTVSlM7G3tmFjWC8ALEdA8gNXQ=,1,0,0,1,0,0,0,0,0,,0,,-,-,../dados/brutos/eletweet22/tweets_anotados_lgbts_A07.csv
gAAAAABj7je3hWVlOeejhUS_2B8zHzTyECzUKBuYvnplBjNGFc4mk7xGSOp4Gda07buekT140Sho_mTUmEEDwykozNHnoqhiu9QfyL7yqeYw9pNJIFEJgbM=,"@beatrizcaminha @JanjaLula Primeira dama só se for na sua tribo.  Na minha é Michele Bolsonaro 🇧🇷✅️
Janja tá procurada pelo ministério público. Aproveita passa o endereço dela pros caras cobrarem as dívidas da caloteira.",gAAAAABj7je39rTi0yRwu-zhFY6J0rM3hGzocPAIyPEuZC_xQvoJDglH-1xEc-9qB5mxQyVyybyug9p06P7sxKUGrH5xhFNhxgeIJYxtrtTFr6BHv9T5JCDZm0SvZErkb7-EasC6_Rhxyfc86YRbxOUvmnXF5y9pX6lIe1CrVnS6XbvEpBpdEI8=,1,1,1,1,0,0,0,0,0,,0,,-,-,../dados/brutos/eletweet22/tweets_anotados_lgbts_A07.csv
gAAAAABj7je38StRDWUHhIfBWcrsyIj92luRU06KM14892i-jAdX4-3tnUoY3c3fSoOVJ9QrjAgVV1fQDzm6Jq0P6HlfiqRMKPWZZwa8ItqO_uFc2-QOkes=,@beatrizcaminha @JanjaLula Tá amarrado,gAAAAABj7je3xPTxzrQ7Ng2T_PemaSz_13ACzurPiRSkxrNhxodlbgnY1h5WdYeQSrXZosKrRGi3e-wp5gm8AsBm2u8ZhTV7uGCDLMs24nLY1KY3p62Xh9n9MJ0V43qoqOK7PbB78sgGs00TWX9IXBgu1GLDiP2UmQ==,1,0,0,0,0,0,1,0,0,,0,,0,1,../dados/brutos/eletweet22/tweets_anotados_lgbts_A07.csv
gAAAAABj7je3xojjPugsjiQolkFQNG8tLaRHmQ6Zh6j3tVeuDJY4EiaC7YdDgbiqwRz_9TTwaCS7uon3jFZK6dKyFLn4RS6GJioxc769Jm0VPKgA62pdEc4=,@beatrizcaminha @JanjaLula Tá de sacanagem ??,gAAAAABj7je3HyO0jNJtfK3EiFxBras09JER9nf2_NlQXCLaTIwXSPPFhlRl2ibMKjhFfWgRZlCyOvWdh93hn5BtKF17YmA0Eb-xSbRtfzW4e7YmnEXIO0EdK2JSn2FJGxycC08hOcIL0G25BV1hDuku9yMuP0tGqCSW9I5nSSCzYWm5BUJTC6I=,0,1,0,1,0,0,0,0,0,,0,,0,1,../dados/brutos/eletweet22/tweets_anotados_lgbts_A07.csv
gAAAAABj7je3lZg5FlxGQEyw2Lsc94fB-WWUxOGBrSNMoAI4w9TgBvEhH28U3akruH62KYIjWQXmTalyCofL1OhaF2nbiKR1JJAkuVM5JEwHGUdNF7kPE9k=,"@beatrizcaminha @JanjaLula Tá doida?
Comeu cocô??",gAAAAABj7je3UT_QCssM8jTn_3iGf4Ols3fLL2CgTgvZLuIlEMxjGijsSVmGnWygZOMgUbS2eeBJJz1tLELFPxtq4WOv1oRMTJV6ejL-jeIcm7Ft_zfr7VviIhTVwdMVVxGo0YIxrtG-unBhgzJcKCzt1vbvNpx7cBdrSrkmfmRpmaq_6kZz6w8=,1,1,0,1,0,0,0,0,0,,0,,0,0,../dados/brutos/eletweet22/tweets_anotados_lgbts_A07.csv
gAAAAABj7je3TiGaqn6x6DUUNnp4sQ3kSaAv1mEMcK-VQZAb68k8A_xMU-msqIRZLIBFQQI8ZTI_jj0bkDfbKa5bi0PaHv6PIIwhnpMq2Im4_eLqIQ59BIA=,@beatrizcaminha @JanjaLula Tadinha! Essa jamais será primeira Dama!,gAAAAABj7je3mcAyw6dyb8kSmDQVK9afGnH8ZeaD_xWCppFe6rY9p_axsFcAmlIOfbqVrH6X1AxEFmmOGAPOWA5LPzy-HvdZgWSCeYuSCFSrWxA0nxYjAt4cyQlH37hA4_LrkgsQfu9ljojrPXLueB4RlklFf9LLcabGiGe1qIQLqxV_rjRtjsI=,1,0,0,1,0,0,0,0,0,,0,,-,-,../dados/brutos/eletweet22/tweets_anotados_lgbts_A07.csv
gAAAAABj7je3IEaGt0NfzOvdgYREQ8dgmNezlm4CoAzCXPNI9h_ZDll02BMnK1AeRVqk1IfABs76cybEVMqI79eQS4tPhUo2_eYK4o-seP_nkJHmgN2VYvs=,@beatrizcaminha @JanjaLula VAI NAO KKKK,gAAAAABj7je3b0VQlESCw3F4CTjAhDNV118CpVqypzb7TxiYsUk1N3sxI6oKjiZ9S79ig2dPe6aaf_7qZCGlWf5s6vBo4rgRJwpG_Nsvr7KvtFmD2t1mghxtkuPMObxP_itrGvF_3XLVDBc6tJPe_kNmvFtKmIsAmg==,1,0,0,1,0,0,0,0,0,,0,,0,1,../dados/brutos/eletweet22/tweets_anotados_lgbts_A07.csv
gAAAAABj7je3G9-0OyAzoF76Zb8ZsmvmALTGurjrjJD6mGbxAMrcu0ub5aHcFZCiRolSBQjmPO7Kl4Mzc7y034FQSCwPJiiNoxCLxtsJ8G-lWCpvdfaDxfc=,@beatrizcaminha @JanjaLula Vai sonhando fia🤣🤣🤣🤣🤣,gAAAAABj7je3n3haoYyTmhm1gcceAM8K2RQkeJteCkgcWTyUcAn0PWxC2Csv2pQ49Jj8m0ojBbIsVY-mdNNImHzMlmpQGU-UzoSxHaJxNTjg1FQduJQFd3oN_6cRPEM6QJroytilTTFyIVqV3xaIDTXDiAwZ81j02LRkYfIJWRMskOzoMycv4qs=,1,1,0,1,0,0,0,0,0,,0,,-,-,../dados/brutos/eletweet22/tweets_anotados_lgbts_A07.csv
gAAAAABj7je3F3eQTXLSuwIkBCE0VP2TBRxNCt0S5lOoIU61OXaYGD57KhHgugMA64wF5YrXQxL5w_iyGjgN5asRSpjsEncKaxaj_HRNWaFESyBO4Y_VGMs=,@beatrizcaminha @sorayabborges @JanjaLula Que moças bonitas 😍,gAAAAABj7je3HdKyXFIkSZ-r24wHhVJchTMZJBRqVFER4zTRUvznhAey6ux8ykRtghuJiXTAoIRgPLzh0nU__eA490yYmdR1CaTjzyq0hRFVQ93W-zBTkjNRexZz9QBb4UtxDPfLCEpZxg_t1dOs9D1xXuU3-NqlLu_KwE5r7ud9Ixp44QyWksk=,0,0,0,0,0,0,0,0,0,,0,,0,0,../dados/brutos/eletweet22/tweets_anotados_lgbts_A07.csv
gAAAAABj7je394xJ1kqqwWEwuRKQN6dTbFmZmRBrM_t9xXenKcAHCInsLqQeo9pjsJ1rLPs2tALvM5aGeCAseuTUo8u_1lkt8SCnWleJtIJO5FTpaHoDnUs=,@beatrizcaminha boa noite! Desculpa a intromissão! O que e bissexual?,gAAAAABj7je3he0FJsp73KllH3IeekLyqIZGjw1Ly_0sv5ZbSOayvCGqu1OAgKS8KBwgTuT3ZPhq5FsQ17ZckoNLqzLd5seP3JVQRBTNx3rqcPdbJ9L6JBtTgI2bTYCUzbfJP_577litksZwkN4e6tWjoZEr7IIRmTxwbi89vO8oCrb0HiMFVLQ=,1,1,0,0,1,0,0,0,0,,0,,0,0,../dados/brutos/eletweet22/tweets_anotados_lgbts_A07.csv
gAAAAABj7je31bwf65Z5m4xQXak0v3ty3Ouex7bC3yNZWLbQk8ihSb11OsIiiOrRkfwPYmvUD_-r9vSHdLeMi9PsHOtNeK9RtyPFepHL-PHLxqHiFOKYLrY=,@beatrizcaminha BORA BIAAAAA,gAAAAABj7je3cisWM_INH9Pb7dInr--PQIhOFZJc6esHnoWp8wC8unvX9JR9wvpnEILbQrD0cpmKlj3PJvax1KJvel0x0goh5DzRRHrP_RnVVmWYCupt1drQ9202jA-oi3HhU6X97xm-mX8yemfpTfpsR7EG6Lr0ug==,0,0,0,0,0,0,0,0,0,,0,,0,0,../dados/brutos/eletweet22/tweets_anotados_lgbts_A07.csv
gAAAAABj7je3UVQmYrqErGjHhLXziex0kxmnykVqZryAglFov3wxMsBObo0Twm9eSqhLcm0iU4L5U-loGGMYtKULbvsT-Bj-mXvJ1pUljyKK30nie5MmfTc=,"@beatrizcaminha Por isso que me dá uma raiva tremenda quando alguém vem com esse papo de ""ah,extermínio da população negra"",mimimi...me poupe!!!!Eu sou NEGÃO,p...,não coitadinho,nem vitiminha,nem escravinho!!!!Ah,e GOD SAVE THE QUEEN!!!!REST IN PEACE!!!!!!!!!!",gAAAAABj7je3g_0v42KfuPT4a1n0fbUd2sPAB5YimL-IL2oyt5rkCQzlmRQdYzu9ig_AgSZzjAXGQbhDGhEjLgyzo60kgCqgcFPDxUb46bn8-DSRtvv0ZHeE4uLX4xA7bAg7AMNuD91QUGSjFdCywpkoUXe_hLmdTXxhNNGwCAljfN4oc6pB1F8=,1,1,1,0,0,0,0,0,0,,0,,0,0,../dados/brutos/eletweet22/tweets_anotados_lgbts_A07.csv
gAAAAABj7je3M7ehRqUs3NlO0SNWlZDIzUtqh6WctrbM6IfWa2FjUxAQ-AeWim0IxbphydmAO1YDeoD2AOd6lXoWesB51HybImzj0jaISPt--gOH5Lk0e-o=,@beatrizcaminha Vcs só vive de Bolsonaro eu hiem,gAAAAABj7je3eAQkAZW53EXKZxjj0cm5v0JSsfBaU0Nk7j8DBhLHko1ccVZ4VQGZk_mqd_NMOVvm2fYwOQCQZ1amZNRPZzDJA3HXUf-gM5o2vIqFJXvP-0Vq18rew2eT0QUw6BqGi_qOtXqzSdjfY3zttkncEoP_77L3mZ7QpYU5GYyT1tU1qog=,0,1,0,0,0,0,0,0,0,-,1,Bolsonaro,0,0,../dados/brutos/eletweet22/tweets_anotados_lgbts_A07.csv
gAAAAABj7je3iuoc_egE2BMv25Wu1a-wwyYm5FWXebxqXsL8VphVUvAnX12PFK93LKPj8EXc5NF1yZSLJJnzo8ifvtClrNJVU6JQaQOse93m2RvbQso1yEI=,@bellagoncalvs @Patrus_Ananias Que dupla foda ❤️🔥⭐,gAAAAABj7je3YRsW6OrSphpD9S2PdCgl6itAiY_a_oWv5d3B81lwC-2BoHe-iYFXNuRdp7dZ7ezW2bl5YxGsTlYTtlfw5mcJqumnDdZTeg8OzZpYwR15C-_IFVtmmBnO_GTB632NNx4wxiLeJqiWB-UCUaTV5Xpu2Q==,0,0,0,0,0,0,0,0,0,,0,,0,0,../dados/brutos/eletweet22/tweets_anotados_lgbts_A07.csv
gAAAAABj7je3mNhScsogY5tHiUZr2n3ut2eLAGneRJeygheTJ18icAF1--9opE-kOKYeq1duK--GP4NLfBgpbEkaU4CJ7NZ9f71W84frIJcYBor2rqkoVl4=,@bellagoncalvs Ciro é uma vergonha! O maior narcisista que temos!,gAAAAABj7je3nk8-llcmbgfdrxOY9K7ChqC2RMWfry6zow9bmBKSq12ulTHe4NXWefLao-sZQLk1SF8eMmBbyDzDbOgfvZooXkvB50U0L0h5EPi_FlU5nC7IexbfOPVQpkfJygjNLISGqBWQhvSWP90O6BLfmvjPRPG3V5Q3g63lmlPc1tVPMWI=,1,0,0,0,0,0,0,0,1,Ciro Gomes,0,-,-,-,../dados/brutos/eletweet22/tweets_anotados_lgbts_A07.csv
gAAAAABj7je3BqfEY-BuqIfQZGRcckKaGZiDdWhEmzYdYoHIJVkrB9t2YWgJ9TPgIoQgmzkuOi2pJN5Hw4rDq_c_JPJ2Q-G1m5olSaNqNXRzk50dvrabw2k=,"@bellagoncalvs Difícil a vida da esquerda
Vivem de machete de 12hs

Pais vive de história esquerda foi GOVERNO mais CORRUPTO da história do BRASIL

Olha que se tratando de BRASIL é um titulo de respeito",gAAAAABj7je3eBK9xtOmzImnurs41YSgN8K6eC1gz3ELTNhZ8YgRP7oCEuepi6uudYT7I6ThmFNQOWs55h3Wg8eB63trI0U4wC6oF-_qCuox5Im5ZFdcP9Kgri9hRTzNsv-2pEpDX5y_xut8OyfVHIUSq4-dbWzZQg==,1,1,0,0,0,0,0,1,0,,0,,0,0,../dados/brutos/eletweet22/tweets_anotados_lgbts_A07.csv
gAAAAABj7je3cwpUd5ndDgjdwkw-8h_Jlv98k_FB7A7OGfqzS1tGWCmCOH8JKrQ---kjRBvy0vicndxe16cs0oA8T90JWiJBEF9ChyGRSWZoWkXZW9H6h4A=,@bellagoncalvs É Bella e Lula! ❤,gAAAAABj7je3Wxpi89PAG2Pf_ow2rGVs2DOjo9BOwR6L9EDTD7E1NAyfDvy6TMa7RNdAvvlGX-Oz1jNSZLIQPm3bdfp2Pl9zGM1KS1_wW8B6kDS4gU-p-SH0wIZBwetLzQLB7FZJ4Xvn4oQeGjYwQ-lsVUHskTRhVw==,0,0,0,0,0,0,0,0,0,,0,,0,0,../dados/brutos/eletweet22/tweets_anotados_lgbts_A07.csv
gAAAAABj7je3MWbNI_Y_iQaOYbrph_igQPoZ99y902qyKxMjMtf57YfgWADBFteHwlrngyHVMEBiPmqvbVPz7yC5x-3f0XYPmn5k6-Spx08uyguEYuly3WE=,@bellagoncalvs E os retardados vão reeleger o boca de ovo para ele acabar com MG.,gAAAAABj7je3h-fsp7-yOVmQxSwDqAWJKxwr7FbR384vf22gL6WQCF92YLN2XDfjSdK0IM9ddJJWFsztLKLnori5taOtZhe8sUcq7fokq-5E0Qyuh2OxdZ0cL1BKJCaJv6zV5IGOIMV62c0kvHWMYeLjXtSMII7TcIz6WtpBZap19VB9oeqb9iI=,1,0,0,0,0,1,0,0,1,Zema,0,-,0,0,../dados/brutos/eletweet22/tweets_anotados_lgbts_A07.csv
gAAAAABj7je3uDY_yHDwOM0tGyYFLln3jVcscSHCFS3tJoo2m2s8wIw_ZlUE-64JHJOWArbOwWP2Aq8d5TRW3ByQFWBB7iaMx1UeBpQ9QoitMtgPF_uQVhk=,@bellagoncalvs Kkkkkkkk fora bozo Minas é Lula  kalil,gAAAAABj7je3ZyjHcVu14Aiw9ySgG0BqsNX8ySdzogjmor4cM4n2A0H6OBxwUYrE5Vg6Y3QT4Ou_caDuXo-CJH-xfTa6PMk22y9D8lkwZQyQ-xsIN7hqrKaoHiFN4_yXabGa_hxy4QJyRLRT5VN9wiVHtmCsNzpOuA==,0,0,0,0,0,0,0,0,1,Bolsonaro,1,Lula,0,0,../dados/brutos/eletweet22/tweets_anotados_lgbts_A07.csv
gAAAAABj7je3v681dKM2RdFT1NUAObLyxNr9-7g4fOAyhv6Kwk_ZY4NGrxGkuXBFfvyBl13CXxc6-WTGPaIG0zqCScCoKqhA1pn_CfvS13OQ8-YTxvwO5Dg=,@bellagoncalvs Nojo de marcelo aro,gAAAAABj7je3BrYBGrcAP7NRxK82FLRnF3Lfq5IFuJ80qb9f0dcQz0iiKeTqynodghDtkgMAJ-wgLLsmse0dzna5ZrqHRRblOx5b62OhTdzlVVhvyRNJB1Fxk8-sk-7sEaem-FfItChF7gb1vzqQ05pVWS5gn-AhWQ==,1,0,0,0,0,0,0,0,1,Marcelo Aro,0,-,0,0,../dados/brutos/eletweet22/tweets_anotados_lgbts_A07.csv
gAAAAABj7je3N5l-1cPKI22BDoyvba8Q_RBj8k19-yBA6aVtKg5waQIDAyKMOf9twY4G0U0pVIPoXWI6F5v7kWyVFKiK02FX8RwHe2rkbSFg5q4GVRa_Etg=,"@bellagoncalvs proponho chamar de ""moleque de BH"" pras pessoas entenderem quem é",gAAAAABj7je3L4WuYO2Eh9PvK8I2umN3V5pmESJ4jv2MG79XKBbI_as0FTGRi_W1HjWddvp2s1m-AYgiLn75xh9yagAUaiMQ6zTH1Hm6Wg4ZBcVHDdzhp-Yd2VK7l1S7g2NrIkGSY5rMZhexD0obL1nnA3U9A1PdZk3DW58TK5oYD0TUsJKo39M=,1,0,0,0,0,0,0,0,1,Nikolas Ferreira,0,-,-,-,../dados/brutos/eletweet22/tweets_anotados_lgbts_A07.csv
gAAAAABj7je3GWJ4N_ahYPc_oFJqUHZSs1MGxPHhE9LN27F--2ebtShfSDgXMIZK5SUo80q-8waB2kYJsuW2etq3qc-8SADCsNttGyEsCMLOP8eHvQMuEMU=,@bellagoncalvs Só absurdo! Sabia que ele cancelou a agenda de um evento de cultura no Palácio das Artes para receber o genocida em BH?! Esse cara é podre 🤮!,gAAAAABj7je3s8ZtbDbSxFZka4Z9nKewdPdGN50ihweioA2f34MFf6iJSQEQK4w12ECVKNxVJqH7YYDWCPW3UTUy0OypHic-vP1V1oO5xZnfhBHXnMtZKV5qTDO1t3GE8dnXyVyJjDA_CKM38IfAkKdCT1DQfXnmeVNh3NMnIGqqxLtnj-uZq_I=,1,0,0,0,0,0,0,0,1,Zema; Bolsonaro,0,-,0,0,../dados/brutos/eletweet22/tweets_anotados_lgbts_A07.csv
gAAAAABj7je3xwfx6yci4b7gVyV1AX_bCwR4hvxuXDSw4qvuRGLg2z1HFDX4nfsdkt-3W4mrfaa5uH6kUk3Dm7zFT0OtMkHtQ_wJhubyFgRyDqf16dz2Pls=,@bellagoncalvs Só ficaram as antas,gAAAAABj7je3urDuW1b-bbXrecJPF41AGCjfTzogCLC3KZA2o5h1n6ILsIGwWWU2Lx_vQgzMDJ8y-QBhbYxGsaJiFlpIHj9lWZb_DHBcdZbfLXxXZTGAc1fKmz2KncUn2xdcuvq7zI8MKiCiYpmWYndu5Zna_5rMbHhD4UBloAxkAIC8QbdpoRY=,1,0,0,0,0,1,0,0,1,Bolsonaro,0,-,0,0,../dados/brutos/eletweet22/tweets_anotados_lgbts_A07.csv
gAAAAABj7je3-NPTP56zqL6pgil2XYEEZtkBQ7NkakQ_WTwsl-haSMClWEXEtSJQib-SgddKzDXON4Hri5phZnFvcBfhOhH7wKpxkjLCB0dHPkQCCnb2Rbg=,@bellagoncalvs tô vendo essas marmotas aqui em BH...,gAAAAABj7je3rMtV9LvtAGo_13LHrtoC82j6ibDPy_KwyAfCb-ZWzf1pu2bOokPh-Fo-1c9e7wmLioeliN30R6ff-c6Punj-yNOZrd9Sp0rUyzryu54cGaeSgt-3ZN5ZLjYimL9x2lFpySYZ7k4GPh53aSiE9CUj3w==,0,0,0,0,0,0,0,0,1,Zema; Marcelo Aro,0,-,0,0,../dados/brutos/eletweet22/tweets_anotados_lgbts_A07.csv
